id,loan_status
58645,0.9815730208288719
58646,0.02433787214822578
58647,0.6215237412434291
58648,0.043965972639850415
58649,0.11006418550755322
58650,0.8225484520006558
58651,0.02489141785523831
58652,0.006877467063483554
58653,0.5162327587003729
58654,0.12096211030649348
58655,0.04932076148061106
58656,0.055243226346472045
58657,0.26894042132948615
58658,0.009695199416326102
58659,0.10104047993786856
58660,0.288080795036299
58661,0.02251475809717639
58662,0.02809582086257206
58663,0.08325917981324316
58664,0.1717059513298729
58665,0.12515879912308908
58666,0.012620872729176339
58667,0.002130473160196706
58668,0.011183265891776316
58669,0.021063609669712168
58670,0.007222213975904601
58671,0.18954508172389822
58672,0.01663802038416921
58673,0.2961059474047314
58674,0.0023276049525903166
58675,0.0498334051956069
58676,0.6856022584867079
58677,0.08524050347884096
58678,0.0007735640628565427
58679,0.5712502191386519
58680,0.38349801588350296
58681,0.048822437854194566
58682,0.009847879012690948
58683,0.2074239435104322
58684,0.0520430051645457
58685,0.21448183481988561
58686,0.006615348389788883
58687,0.6387435900744208
58688,0.004310241071230391
58689,0.4915849507725216
58690,0.031165589952165843
58691,0.06548942542942841
58692,0.16738553482833513
58693,0.004572053596612632
58694,0.019295354635964837
58695,0.16094667723944303
58696,0.014983901955815096
58697,0.0766088631462087
58698,0.05416458969572481
58699,0.043300867259045035
58700,0.006725193027340159
58701,0.007129544426499695
58702,0.033914642209742545
58703,0.23547600419154324
58704,0.038614389171295165
58705,0.34130197174660715
58706,0.03363184312995282
58707,0.01587973591073343
58708,0.03363855531144571
58709,0.753862071504335
58710,0.017150611072824496
58711,0.34996616761150573
58712,0.044318249847225814
58713,0.0003587824077601664
58714,0.03683890670347348
58715,0.01082585988332762
58716,0.013111012132983957
58717,0.016589115995435992
58718,0.046653142719008237
58719,0.002688861107115282
58720,0.03522017739359741
58721,0.09249643216192613
58722,0.11881668007404621
58723,0.016136306717846317
58724,0.027454701693778557
58725,0.040357522993285946
58726,0.0529678723760906
58727,0.665269749119993
58728,0.11963251000316473
58729,0.006726365387031018
58730,0.4448427441077087
58731,0.026178056018805053
58732,0.03547778316952566
58733,0.011100311581875752
58734,0.009679829111544759
58735,0.0747317512626467
58736,0.3156179645954377
58737,0.19034458110277727
58738,0.618184198101851
58739,0.3999813142527936
58740,0.39612356563551626
58741,0.016364178071036534
58742,0.008567174718562495
58743,0.047164235111492044
58744,0.021502107586256817
58745,0.005182369420855119
58746,0.3404119537195225
58747,0.009990986743548123
58748,0.03905635847872972
58749,0.11598109798108559
58750,0.1177507327929928
58751,0.1510360706899367
58752,0.1826608085171507
58753,0.020712696749830117
58754,0.15209825171976749
58755,0.18855958995909378
58756,0.015758511379512702
58757,0.03874110333479403
58758,0.004966900615256269
58759,0.008696192537550126
58760,0.07496494206687185
58761,0.01874330326967186
58762,0.010575483792025425
58763,0.9805034765972437
58764,0.007982697268238909
58765,0.1295924708228833
58766,0.08066539637264512
58767,0.00988273992287775
58768,0.5801869586255356
58769,0.03413298859360784
58770,0.07302964808505907
58771,0.11540910953523538
58772,0.09549061614422283
58773,0.02755160074372095
58774,0.027848443552248643
58775,0.13210073912819686
58776,0.4275842056191987
58777,0.01812358347631088
58778,0.023294221790321177
58779,0.08319913770580024
58780,0.02943605125547131
58781,0.0021507240322721924
58782,0.0124133385921126
